state_class,config,bits_per_magnitude,bits_per_phase,sample_idx,fidelity,compression_ratio
tfim,wht_mag,4,4,9,0.7574529108600184,1.7534246575342465
tfim,wht_mag_phase,4,4,9,0.7574529108600174,7.529411764705882
tfim,full,4,4,9,0.8075358624827558,6.69281045751634
tfim,wht,2,2,10,1.0000000000000004,1.0
tfim,wht_mag,2,2,10,0.7456333962140224,1.8754578754578755
tfim,wht_mag_phase,2,2,10,0.745633396214022,15.515151515151516
tfim,full,2,2,10,0.7790225732954403,12.337349397590362
tfim,wht,3,3,10,1.0000000000000004,1.0
tfim,wht_mag,3,3,10,0.7569578275994132,1.8156028368794326
tfim,wht_mag_phase,3,3,10,0.756957827599413,10.24
tfim,full,3,3,10,0.8131127741638712,8.752136752136753
tfim,wht,4,4,10,1.0000000000000004,1.0
tfim,wht_mag,4,4,10,0.7574529108600176,1.7534246575342465
tfim,wht_mag_phase,4,4,10,0.7574529108600169,7.529411764705882
tfim,full,4,4,10,0.8124317435184811,6.69281045751634
tfim,wht,2,2,11,1.0000000000000009,1.0
tfim,wht_mag,2,2,11,0.745633396214022,1.8754578754578755
tfim,wht_mag_phase,2,2,11,0.7456333962140217,15.515151515151516
tfim,full,2,2,11,0.8064173047404112,12.337349397590362
tfim,wht,3,3,11,1.0000000000000009,1.0
tfim,wht_mag,3,3,11,0.7569578275994133,1.8156028368794326
tfim,wht_mag_phase,3,3,11,0.7569578275994135,10.24
tfim,full,3,3,11,0.7943841270083193,8.752136752136753
tfim,wht,4,4,11,1.0000000000000009,1.0
tfim,wht_mag,4,4,11,0.7574529108600176,1.7534246575342465
tfim,wht_mag_phase,4,4,11,0.7574529108600176,7.529411764705882
tfim,full,4,4,11,0.8105748159854481,6.69281045751634
tfim,wht,2,2,12,1.0000000000000009,1.0
tfim,wht_mag,2,2,12,0.7456333962140222,1.8754578754578755
tfim,wht_mag_phase,2,2,12,0.7456333962140228,15.515151515151516
tfim,full,2,2,12,0.7577033582991525,12.337349397590362
tfim,wht,3,3,12,1.0000000000000009,1.0
tfim,wht_mag,3,3,12,0.7569578275994135,1.8156028368794326
tfim,wht_mag_phase,3,3,12,0.7569578275994133,10.24
tfim,full,3,3,12,0.7924555627885956,8.752136752136753
tfim,wht,4,4,12,1.0000000000000009,1.0
tfim,wht_mag,4,4,12,0.7574449472276841,1.7534246575342465
tfim,wht_mag_phase,4,4,12,0.757444947227684,7.529411764705882
tfim,full,4,4,12,0.8071341257147365,6.69281045751634
tfim,wht,2,2,13,0.9999999999999996,1.0
tfim,wht_mag,2,2,13,0.7456333962140222,1.8754578754578755
tfim,wht_mag_phase,2,2,13,0.7456333962140218,15.515151515151516
tfim,full,2,2,13,0.8103455312413228,12.337349397590362
tfim,wht,3,3,13,0.9999999999999996,1.0
tfim,wht_mag,3,3,13,0.7569578275994132,1.8156028368794326
tfim,wht_mag_phase,3,3,13,0.7569578275994135,10.24
tfim,full,3,3,13,0.802705301029004,8.752136752136753
tfim,wht,4,4,13,0.9999999999999996,1.0
tfim,wht_mag,4,4,13,0.7574449472276843,1.7534246575342465
tfim,wht_mag_phase,4,4,13,0.7574449472276841,7.529411764705882
tfim,full,4,4,13,0.8150989972596498,6.69281045751634
tfim,wht,2,2,14,1.0,1.0
tfim,wht_mag,2,2,14,0.7456333962140218,1.8754578754578755
tfim,wht_mag_phase,2,2,14,0.7456333962140217,15.515151515151516
tfim,full,2,2,14,0.7920253277248468,12.337349397590362
tfim,wht,3,3,14,1.0,1.0
tfim,wht_mag,3,3,14,0.756957827599413,1.8156028368794326
tfim,wht_mag_phase,3,3,14,0.7569578275994133,10.24
tfim,full,3,3,14,0.8088946344414408,8.752136752136753
tfim,wht,4,4,14,1.0,1.0
tfim,wht_mag,4,4,14,0.7574529108600176,1.7534246575342465
tfim,wht_mag_phase,4,4,14,0.7574529108600182,7.529411764705882
tfim,full,4,4,14,0.812440300029755,6.69281045751634
tfim,wht,2,2,15,1.0,1.0
tfim,wht_mag,2,2,15,0.7456333962140218,1.8754578754578755
tfim,wht_mag_phase,2,2,15,0.7456333962140218,15.515151515151516
tfim,full,2,2,15,0.7816696667137126,12.337349397590362
tfim,wht,3,3,15,1.0,1.0
tfim,wht_mag,3,3,15,0.7569578275994133,1.8156028368794326
tfim,wht_mag_phase,3,3,15,0.7569578275994132,10.24
tfim,full,3,3,15,0.8098505498851726,8.752136752136753
tfim,wht,4,4,15,1.0,1.0
tfim,wht_mag,4,4,15,0.7574449472276837,1.7534246575342465
tfim,wht_mag_phase,4,4,15,0.757444947227684,7.529411764705882
tfim,full,4,4,15,0.8060511003693982,6.69281045751634
tfim,wht,2,2,16,1.0000000000000009,1.0
tfim,wht_mag,2,2,16,0.7456333962140217,1.8754578754578755
tfim,wht_mag_phase,2,2,16,0.7456333962140218,15.515151515151516
tfim,full,2,2,16,0.7818993051024098,12.337349397590362
tfim,wht,3,3,16,1.0000000000000009,1.0
tfim,wht_mag,3,3,16,0.7569578275994135,1.8156028368794326
tfim,wht_mag_phase,3,3,16,0.7569578275994133,10.24
tfim,full,3,3,16,0.8107412752356392,8.752136752136753
tfim,wht,4,4,16,1.0000000000000009,1.0
tfim,wht_mag,4,4,16,0.7574449472276841,1.7534246575342465
tfim,wht_mag_phase,4,4,16,0.7574449472276837,7.529411764705882
tfim,full,4,4,16,0.8073298444124651,6.69281045751634
tfim,wht,2,2,17,1.0,1.0
tfim,wht_mag,2,2,17,0.7456333962140215,1.8754578754578755
tfim,wht_mag_phase,2,2,17,0.7456333962140222,15.515151515151516
tfim,full,2,2,17,0.7980877463157364,12.337349397590362
tfim,wht,3,3,17,1.0,1.0
tfim,wht_mag,3,3,17,0.7569578275994138,1.8156028368794326
tfim,wht_mag_phase,3,3,17,0.7569578275994132,10.24
tfim,full,3,3,17,0.8044241099795983,8.752136752136753
tfim,wht,4,4,17,1.0,1.0
tfim,wht_mag,4,4,17,0.7574529108600176,1.7534246575342465
tfim,wht_mag_phase,4,4,17,0.7574529108600178,7.529411764705882
tfim,full,4,4,17,0.8126521761914307,6.69281045751634
tfim,wht,2,2,18,1.0,1.0
tfim,wht_mag,2,2,18,0.7456333962140218,1.8754578754578755
tfim,wht_mag_phase,2,2,18,0.745633396214022,15.515151515151516
tfim,full,2,2,18,0.7991598303427053,12.337349397590362
tfim,wht,3,3,18,1.0,1.0
tfim,wht_mag,3,3,18,0.7569578275994132,1.8156028368794326
tfim,wht_mag_phase,3,3,18,0.7569578275994133,10.24
tfim,full,3,3,18,0.805433591057499,8.752136752136753
tfim,wht,4,4,18,1.0,1.0
tfim,wht_mag,4,4,18,0.7574529108600178,1.7534246575342465
tfim,wht_mag_phase,4,4,18,0.757452910860018,7.529411764705882
tfim,full,4,4,18,0.8134199298524747,6.69281045751634
tfim,wht,2,2,19,1.0,1.0
tfim,wht_mag,2,2,19,0.7456333962140218,1.8754578754578755
tfim,wht_mag_phase,2,2,19,0.7456333962140226,15.515151515151516
tfim,full,2,2,19,0.7936882438194425,12.337349397590362
tfim,wht,3,3,19,1.0,1.0
tfim,wht_mag,3,3,19,0.7569578275994133,1.8156028368794326
tfim,wht_mag_phase,3,3,19,0.756957827599413,10.24
tfim,full,3,3,19,0.8095968396303166,8.752136752136753
tfim,wht,4,4,19,1.0,1.0
tfim,wht_mag,4,4,19,0.757444947227684,1.7534246575342465
tfim,wht_mag_phase,4,4,19,0.757444947227684,7.529411764705882
tfim,full,4,4,19,0.8130208694000863,6.69281045751634
mps,wht,2,2,0,1.0,1.0
mps,wht_mag,2,2,0,0.9712504228986829,1.8754578754578755
mps,wht_mag_phase,2,2,0,0.788582792034558,15.515151515151516
mps,full,2,2,0,0.8358508377774285,12.337349397590362
mps,wht,3,3,0,1.0,1.0
mps,wht_mag,3,3,0,0.9914423542133035,1.8156028368794326
mps,wht_mag_phase,3,3,0,0.9439895554721922,10.24
mps,full,3,3,0,0.9579967650689428,8.752136752136753
mps,wht,4,4,0,1.0,1.0
mps,wht_mag,4,4,0,0.9969219969904821,1.7534246575342465
mps,wht_mag_phase,4,4,0,0.9838802010279858,7.529411764705882
mps,full,4,4,0,0.9877502261009772,6.69281045751634
mps,wht,2,2,1,0.9999999999999996,1.0
mps,wht_mag,2,2,1,0.9678047714717877,1.8754578754578755
mps,wht_mag_phase,2,2,1,0.7879221883421382,15.515151515151516
mps,full,2,2,1,0.8375561471808611,12.337349397590362
mps,wht,3,3,1,0.9999999999999996,1.0
mps,wht_mag,3,3,1,0.9898049963353455,1.8156028368794326
mps,wht_mag_phase,3,3,1,0.9423851076880224,10.24
mps,full,3,3,1,0.9556556665012614,8.752136752136753
mps,wht,4,4,1,0.9999999999999996,1.0
mps,wht_mag,4,4,1,0.9958727492448854,1.7534246575342465
mps,wht_mag_phase,4,4,1,0.9836220725610328,7.529411764705882
mps,full,4,4,1,0.9873354836511616,6.69281045751634
mps,wht,2,2,2,0.9999999999999998,1.0
mps,wht_mag,2,2,2,0.9644335546338577,1.8754578754578755
mps,wht_mag_phase,2,2,2,0.7737450022632184,15.515151515151516
mps,full,2,2,2,0.8270494557108552,12.337349397590362
mps,wht,3,3,2,0.9999999999999998,1.0
mps,wht_mag,3,3,2,0.9902294351359687,1.8156028368794326
mps,wht_mag_phase,3,3,2,0.9425443718409241,10.24
mps,full,3,3,2,0.956029580191259,8.752136752136753
mps,wht,4,4,2,0.9999999999999998,1.0
mps,wht_mag,4,4,2,0.9965503574893659,1.7534246575342465
mps,wht_mag_phase,4,4,2,0.9842697087943286,7.529411764705882
mps,full,4,4,2,0.9881007090612121,6.69281045751634
mps,wht,2,2,3,1.0,1.0
mps,wht_mag,2,2,3,0.9710182225557841,1.8754578754578755
mps,wht_mag_phase,2,2,3,0.7827561621758713,15.515151515151516
mps,full,2,2,3,0.8332114024330985,12.337349397590362
mps,wht,3,3,3,1.0,1.0
mps,wht_mag,3,3,3,0.9892354196157562,1.8156028368794326
mps,wht_mag_phase,3,3,3,0.9390619181408479,10.24
mps,full,3,3,3,0.9536480407347678,8.752136752136753
mps,wht,4,4,3,1.0,1.0
mps,wht_mag,4,4,3,0.9963480291193343,1.7534246575342465
mps,wht_mag_phase,4,4,3,0.9840910614218104,7.529411764705882
mps,full,4,4,3,0.9879850572622659,6.69281045751634
mps,wht,2,2,4,1.0000000000000004,1.0
mps,wht_mag,2,2,4,0.9611612246335163,1.8754578754578755
mps,wht_mag_phase,2,2,4,0.7787020021904468,15.515151515151516
mps,full,2,2,4,0.8340088431152403,12.337349397590362
mps,wht,3,3,4,1.0000000000000004,1.0
mps,wht_mag,3,3,4,0.9881846692786732,1.8156028368794326
mps,wht_mag_phase,3,3,4,0.9400073078937304,10.24
mps,full,3,3,4,0.9542303664873576,8.752136752136753
mps,wht,4,4,4,1.0000000000000004,1.0
mps,wht_mag,4,4,4,0.9934050921429609,1.7534246575342465
mps,wht_mag_phase,4,4,4,0.9798481142323925,7.529411764705882
mps,full,4,4,4,0.9847492195438299,6.69281045751634
mps,wht,2,2,5,1.0000000000000009,1.0
mps,wht_mag,2,2,5,0.972033841254988,1.8754578754578755
mps,wht_mag_phase,2,2,5,0.7712591756867291,15.515151515151516
mps,full,2,2,5,0.8195581852526761,12.337349397590362
mps,wht,3,3,5,1.0000000000000009,1.0
mps,wht_mag,3,3,5,0.9912264960382149,1.8156028368794326
mps,wht_mag_phase,3,3,5,0.938935530182612,10.24
mps,full,3,3,5,0.9537339646823355,8.752136752136753
mps,wht,4,4,5,1.0000000000000009,1.0
mps,wht_mag,4,4,5,0.996898789213666,1.7534246575342465
mps,wht_mag_phase,4,4,5,0.9842664424694242,7.529411764705882
mps,full,4,4,5,0.987888884773907,6.69281045751634
mps,wht,2,2,6,1.0,1.0
mps,wht_mag,2,2,6,0.9722809834601569,1.8754578754578755
mps,wht_mag_phase,2,2,6,0.7809406571110258,15.515151515151516
mps,full,2,2,6,0.8282444226849814,12.337349397590362
mps,wht,3,3,6,1.0,1.0
mps,wht_mag,3,3,6,0.9899692707636151,1.8156028368794326
mps,wht_mag_phase,3,3,6,0.9433080010333267,10.24
mps,full,3,3,6,0.9562799165893852,8.752136752136753
mps,wht,4,4,6,1.0,1.0
mps,wht_mag,4,4,6,0.9958639952532159,1.7534246575342465
mps,wht_mag_phase,4,4,6,0.9838029164214018,7.529411764705882
mps,full,4,4,6,0.9875386967250706,6.69281045751634
mps,wht,2,2,7,0.9999999999999996,1.0
mps,wht_mag,2,2,7,0.973182075725312,1.8754578754578755
mps,wht_mag_phase,2,2,7,0.7920970146058112,15.515151515151516
mps,full,2,2,7,0.8395881100857409,12.337349397590362
mps,wht,3,3,7,0.9999999999999996,1.0
mps,wht_mag,3,3,7,0.9913076977110794,1.8156028368794326
mps,wht_mag_phase,3,3,7,0.9431957426642782,10.24
mps,full,3,3,7,0.9567214365474057,8.752136752136753
mps,wht,4,4,7,0.9999999999999996,1.0
mps,wht_mag,4,4,7,0.9958146978926469,1.7534246575342465
mps,wht_mag_phase,4,4,7,0.9833069855327574,7.529411764705882
mps,full,4,4,7,0.9871744039295223,6.69281045751634
mps,wht,2,2,8,0.9999999999999991,1.0
mps,wht_mag,2,2,8,0.9697810303318415,1.8754578754578755
mps,wht_mag_phase,2,2,8,0.7868003886235769,15.515151515151516
mps,full,2,2,8,0.8345915733532232,12.337349397590362
mps,wht,3,3,8,0.9999999999999991,1.0
mps,wht_mag,3,3,8,0.9911180303646546,1.8156028368794326
mps,wht_mag_phase,3,3,8,0.9430487086805619,10.24
mps,full,3,3,8,0.9572949169488594,8.752136752136753
mps,wht,4,4,8,0.9999999999999991,1.0
mps,wht_mag,4,4,8,0.9963156968778524,1.7534246575342465
mps,wht_mag_phase,4,4,8,0.9833368380922425,7.529411764705882
mps,full,4,4,8,0.9873974666507112,6.69281045751634
mps,wht,2,2,9,1.0000000000000009,1.0
mps,wht_mag,2,2,9,0.956744350564592,1.8754578754578755
mps,wht_mag_phase,2,2,9,0.7829702520913228,15.515151515151516
mps,full,2,2,9,0.8350401114412253,12.337349397590362
mps,wht,3,3,9,1.0000000000000009,1.0
mps,wht_mag,3,3,9,0.9850713365537145,1.8156028368794326
mps,wht_mag_phase,3,3,9,0.9331859802489266,10.24
mps,full,3,3,9,0.9479980296338599,8.752136752136753
mps,wht,4,4,9,1.0000000000000009,1.0
mps,wht_mag,4,4,9,0.9925486686403927,1.7534246575342465
mps,wht_mag_phase,4,4,9,0.9792379869745554,7.529411764705882
mps,full,4,4,9,0.9842257999952491,6.69281045751634
mps,wht,2,2,10,1.0,1.0
mps,wht_mag,2,2,10,0.9707259851162122,1.8754578754578755
mps,wht_mag_phase,2,2,10,0.787714814670745,15.515151515151516
mps,full,2,2,10,0.8382030304573749,12.337349397590362
mps,wht,3,3,10,1.0,1.0
mps,wht_mag,3,3,10,0.9906607682661741,1.8156028368794326
mps,wht_mag_phase,3,3,10,0.9390133094650801,10.24
mps,full,3,3,10,0.954034133199742,8.752136752136753
mps,wht,4,4,10,1.0,1.0
mps,wht_mag,4,4,10,0.9959633534559899,1.7534246575342465
mps,wht_mag_phase,4,4,10,0.9829555295580998,7.529411764705882
mps,full,4,4,10,0.9870705376432223,6.69281045751634
mps,wht,2,2,11,0.9999999999999989,1.0
mps,wht_mag,2,2,11,0.9714535318541496,1.8754578754578755
mps,wht_mag_phase,2,2,11,0.7851860228150989,15.515151515151516
mps,full,2,2,11,0.8370551877541744,12.337349397590362
mps,wht,3,3,11,0.9999999999999989,1.0
mps,wht_mag,3,3,11,0.9917415452522914,1.8156028368794326
mps,wht_mag_phase,3,3,11,0.9431874808026482,10.24
mps,full,3,3,11,0.9567359649331801,8.752136752136753
mps,wht,4,4,11,0.9999999999999989,1.0
mps,wht_mag,4,4,11,0.9966381155847144,1.7534246575342465
mps,wht_mag_phase,4,4,11,0.9844310417488534,7.529411764705882
mps,full,4,4,11,0.987870874142697,6.69281045751634
mps,wht,2,2,12,0.9999999999999993,1.0
mps,wht_mag,2,2,12,0.9730578965736166,1.8754578754578755
mps,wht_mag_phase,2,2,12,0.7819938569774203,15.515151515151516
mps,full,2,2,12,0.8305086493796544,12.337349397590362
mps,wht,3,3,12,0.9999999999999993,1.0
mps,wht_mag,3,3,12,0.9923431980749877,1.8156028368794326
mps,wht_mag_phase,3,3,12,0.94170443117614,10.24
mps,full,3,3,12,0.9562486534500366,8.752136752136753
mps,wht,4,4,12,0.9999999999999993,1.0
mps,wht_mag,4,4,12,0.997089410099437,1.7534246575342465
mps,wht_mag_phase,4,4,12,0.9846429316999845,7.529411764705882
mps,full,4,4,12,0.988422685766339,6.69281045751634
mps,wht,2,2,13,0.9999999999999998,1.0
mps,wht_mag,2,2,13,0.9550200537787495,1.8754578754578755
mps,wht_mag_phase,2,2,13,0.7834695278782404,15.515151515151516
mps,full,2,2,13,0.8338512048625281,12.337349397590362
mps,wht,3,3,13,0.9999999999999998,1.0
mps,wht_mag,3,3,13,0.9850422071861623,1.8156028368794326
mps,wht_mag_phase,3,3,13,0.9349639837377836,10.24
mps,full,3,3,13,0.950053634264096,8.752136752136753
mps,wht,4,4,13,0.9999999999999998,1.0
mps,wht_mag,4,4,13,0.9909243270022475,1.7534246575342465
mps,wht_mag_phase,4,4,13,0.9770243073069365,7.529411764705882
mps,full,4,4,13,0.9826348425909001,6.69281045751634
mps,wht,2,2,14,0.9999999999999996,1.0
mps,wht_mag,2,2,14,0.9719457071786756,1.8754578754578755
mps,wht_mag_phase,2,2,14,0.7828645801475081,15.515151515151516
mps,full,2,2,14,0.8351710001612211,12.337349397590362
mps,wht,3,3,14,0.9999999999999996,1.0
mps,wht_mag,3,3,14,0.9909288087652393,1.8156028368794326
mps,wht_mag_phase,3,3,14,0.9396216763178992,10.24
mps,full,3,3,14,0.9547919029831632,8.752136752136753
mps,wht,4,4,14,0.9999999999999996,1.0
mps,wht_mag,4,4,14,0.9969097948865341,1.7534246575342465
mps,wht_mag_phase,4,4,14,0.98443025523166,7.529411764705882
mps,full,4,4,14,0.9881879244335646,6.69281045751634
mps,wht,2,2,15,0.9999999999999991,1.0
mps,wht_mag,2,2,15,0.9679952099865355,1.8754578754578755
mps,wht_mag_phase,2,2,15,0.7909633687577221,15.515151515151516
mps,full,2,2,15,0.8373313109910037,12.337349397590362
mps,wht,3,3,15,0.9999999999999991,1.0
mps,wht_mag,3,3,15,0.9871452872305619,1.8156028368794326
mps,wht_mag_phase,3,3,15,0.935833711846978,10.24
mps,full,3,3,15,0.9507885569424458,8.752136752136753
mps,wht,4,4,15,0.9999999999999991,1.0
mps,wht_mag,4,4,15,0.9955231587340103,1.7534246575342465
mps,wht_mag_phase,4,4,15,0.982561824522449,7.529411764705882
mps,full,4,4,15,0.9868304433244948,6.69281045751634
mps,wht,2,2,16,0.9999999999999996,1.0
mps,wht_mag,2,2,16,0.9717318154078551,1.8754578754578755
mps,wht_mag_phase,2,2,16,0.7832958746616008,15.515151515151516
mps,full,2,2,16,0.8346179739465565,12.337349397590362
mps,wht,3,3,16,0.9999999999999996,1.0
mps,wht_mag,3,3,16,0.9920850384065819,1.8156028368794326
mps,wht_mag_phase,3,3,16,0.9435307238553776,10.24
mps,full,3,3,16,0.957038326957047,8.752136752136753
mps,wht,4,4,16,0.9999999999999996,1.0
mps,wht_mag,4,4,16,0.9975004432015987,1.7534246575342465
mps,wht_mag_phase,4,4,16,0.9844934171951372,7.529411764705882
mps,full,4,4,16,0.98830633445462,6.69281045751634
mps,wht,2,2,17,1.0,1.0
mps,wht_mag,2,2,17,0.9580456510257306,1.8754578754578755
mps,wht_mag_phase,2,2,17,0.7708298698632767,15.515151515151516
mps,full,2,2,17,0.8203376695096308,12.337349397590362
mps,wht,3,3,17,1.0,1.0
mps,wht_mag,3,3,17,0.9860034983524524,1.8156028368794326
mps,wht_mag_phase,3,3,17,0.9386685424771704,10.24
mps,full,3,3,17,0.9531659475350236,8.752136752136753
mps,wht,4,4,17,1.0,1.0
mps,wht_mag,4,4,17,0.9922949254011082,1.7534246575342465
mps,wht_mag_phase,4,4,17,0.980467760876735,7.529411764705882
mps,full,4,4,17,0.9851421845657172,6.69281045751634
mps,wht,2,2,18,1.0000000000000009,1.0
mps,wht_mag,2,2,18,0.9608298803226253,1.8754578754578755
mps,wht_mag_phase,2,2,18,0.7921026802623093,15.515151515151516
mps,full,2,2,18,0.8371976851274837,12.337349397590362
mps,wht,3,3,18,1.0000000000000009,1.0
mps,wht_mag,3,3,18,0.9885987967096594,1.8156028368794326
mps,wht_mag_phase,3,3,18,0.9396980503184922,10.24
mps,full,3,3,18,0.9532690573667195,8.752136752136753
mps,wht,4,4,18,1.0000000000000009,1.0
mps,wht_mag,4,4,18,0.9948961234191451,1.7534246575342465
mps,wht_mag_phase,4,4,18,0.9816252380377049,7.529411764705882
mps,full,4,4,18,0.9859948456473212,6.69281045751634
mps,wht,2,2,19,0.9999999999999991,1.0
mps,wht_mag,2,2,19,0.967681125955831,1.8754578754578755
mps,wht_mag_phase,2,2,19,0.7741615316312027,15.515151515151516
mps,full,2,2,19,0.8269713258724516,12.337349397590362
mps,wht,3,3,19,0.9999999999999991,1.0
mps,wht_mag,3,3,19,0.9899802999543679,1.8156028368794326
mps,wht_mag_phase,3,3,19,0.9365033627435176,10.24
mps,full,3,3,19,0.9517650264204713,8.752136752136753
mps,wht,4,4,19,0.9999999999999991,1.0
mps,wht_mag,4,4,19,0.9963332275854598,1.7534246575342465
mps,wht_mag_phase,4,4,19,0.9834259106606036,7.529411764705882
mps,full,4,4,19,0.9873201224123708,6.69281045751634
